State, Name, Longitude, Latitude, Elevation, MaxTemperature, MinTemperature, AvgTemperature, AtObsTemperature, Precipitation, Snowfall, SnowDepth
IN, TIPPECANOE 0.8 S, -86.114, 41.197, 782, M, M, M, M, 0.16, M, M
IN, KOKOMO 1.7 ESE, -86.103, 40.469, 820, M, M, M, M, 0.74A, M, M
IN, KEWANNA 4.9 SSW, -86.446, 40.953, 753, M, M, M, M, M, 7.5, 12
MI, SHOREHAM 2.0 SE, -86.488, 42.035, 629, M, M, M, M, 0.47, 4.6, 13
IN, WESTFIELD 0.7 NNW, -86.136, 40.056, 907, M, M, M, M, M, 7.8, 8
IN, GREENWOOD 4.9 SW, -86.187, 39.572, 733, M, M, M, M, 0.58, 8.0, 14
IN, CARMEL 2.8 NNW, -86.138, 40.003, 885, M, M, M, M, M, M, M
IN, FORT WAYNE 9.3 W, -85.315, 41.053, 831, M, M, M, M, 0.59, 7.5, M
IN, FORTVILLE 1.9 SE, -85.825, 39.914, 862, M, M, M, M, 0.83A, M, 7
IN, VALPARAISO 1.2 SE, -87.032, 41.466, 768, M, M, M, M, 0.43, 7.4, 19
IN, INDIANAPOLIS 1.7 SSE, -86.135, 39.754, 751, M, M, M, M, 0.56, M, M
IN, BROWNSBURG 5.1 NNE, -86.342, 39.903, 918, M, M, M, M, 0.54, 8.7, 12
IN, VALPARAISO 2.6 WNW, -87.098, 41.491, 738, M, M, M, M, M, M, M
IN, MONTICELLO 0.9 E, -86.747, 40.747, 681, M, M, M, M, M, M, M
IN, INDIANAPOLIS 9.8 WNW, -86.320, 39.825, 837, M, M, M, M, 0.64, 8.8, 10
IN, MARION 1.4 W, -85.694, 40.549, 851, M, M, M, M, 0.79, 10.0, M
IN, WEST LAFAYETTE 5.9 N, -86.929, 40.529, 678, M, M, M, M, 0.32, 6.5, M
OH, PITSBURG 1.7 S, -84.489, 39.962, 1036, M, M, M, M, 0.55, 7.8, 11
IN, WESTFIELD 1.4 ESE, -86.105, 40.040, 856, M, M, M, M, 0.83, 7.5, 10
IN, THORNTOWN 1.3 ENE, -86.587, 40.135, 847, M, M, M, M, 0.58, 6.5, 13
IN, CARMEL 2.8 NE, -86.068, 39.994, 776, M, M, M, M, M, 8.0, M
MI, JACKSON REYNOLDS FIELD, -84.456, 42.264, 971, 17, -6, 5.5, M, 0.05, M, M
MI, LANSING CAPITAL CITY AP, -84.600, 42.776, 857, 18, -2, 8.0, M, 0.18, 4.1, 16
MI, MUSKEGON COUNTY AP, -86.237, 43.171, 624, 21, 0, 10.5, M, 0.10, 1.8, 15
MI, MARSHALL, -84.970, 42.265, 895, M, M, M, M, 0.29, 4.1, 11
MI, KALAMAZOO BATTLE CREEK INTL AP, -85.546, 42.228, 864, 18, -1, 8.5, M, 0.01, M, M
MI, BLOOMINGDALE, -85.963, 42.384, 736, 16, 7, 11.5, 7, 0.35, 7.8, M
MI, GULL LAKE BIOLOGICAL STATION, -85.385, 42.394, 925, 21, 11, 16.0, 20, 0.46, 8.1, 16
MI, EATON RAPIDS, -84.652, 42.518, 870, 12, 8, 10.0, 10, 0.45, M, 15
MI, CHARLOTTE, -84.825, 42.550, 902, M, M, M, M, 0.27, 8.0, 16
MI, HASTINGS, -85.288, 42.642, 821, 12, 6, 9.0, 6, 0.45, 6.0, 15
MI, GRAND LEDGE 1 NW, -84.762, 42.762, 801, M, M, M, M, 0.39, 7.0, 16
MI, HOLLAND WTP, -86.206, 42.799, 605, M, M, M, M, 0.28A, 1.0, 14
MI, HOLLAND TULIP CITY AP, -86.097, 42.746, 677, 18, -4, 7.0, M, T, M, M
MI, PORTLAND, -84.912, 42.856, 720, M, M, M, M, M, M, M
MI, GRAND RAPIDS GERALD R FORD INTL AP, -85.523, 42.882, 788, 19, -2, 8.5, M, 0.16, 3.0, 14
MI, LOWELL, -85.340, 42.928, 656, M, M, M, M, 0.28, 5.5, M
MI, GRAND RAPIDS SUTRON, -85.683, 42.967, 586, M, M, M, M, M, M, M
MI, SAINT JOHNS, -84.555, 43.013, 743, M, M, M, M, 0.21A, 5.8, 12
MI, GRAND HAVEN WASTEWATER PLANT, -86.204, 43.062, 600, 15, 7, 11.0, 8, 0.28, 2.5, 11
MI, GREENVILLE 2 NNE, -85.242, 43.203, 888, 20, -0, 10.0, 15, 0.28, 5.2, 14
MI, KENT CITY 2 SW, -85.778, 43.204, 813, M, M, M, M, M, M, M
MI, ALMA, -84.648, 43.387, 728, 17, 6, 11.5, M, 0.26, 4.9, 14
MI, MONTAGUE 4 NW, -86.418, 43.461, 650, 19, 5, 12.0, 17, 0.04, 1.8, 15
MI, FREMONT 4 WSW, -86.026, 43.445, 797, M, M, M, M, 0.13, 2.0, 15
MI, CENTRAL MICHIGAN UNIVERSITY, -84.769, 43.586, 795, 15, 5, 10.0, 8, M, 8.0, M
MI, BIG RAPIDS WATER TREATMENT PLANT, -85.482, 43.707, 898, 13, 4, 8.5, 4, 0.15, 2.0, 10
MI, HART 3 WSW, -86.423, 43.675, 775, M, M, M, M, 0.08, 0.8, 17
MI, GLADWIN, -84.491, 43.976, 775, 16, 2, 9.0, 4, 0.24, 3.0, 13
MI, REED CITY WWTP, -85.497, 43.875, 1047, M, M, M, M, 0.32A, 2.7, M
MI, IONIA SUTRON, -85.067, 42.967, 615, M, M, M, M, M, M, M
MI, BATTLE CREEK KELLOGG AP, -85.241, 42.312, 927, 18, -2, 8.0, M, T, M, M
MI, OIL CITY 2S, -84.589, 43.582, 680, 14, 5, 9.5, 7, 0.24, 3.8, 16
MI, BATTLE CREEK 0.5 N, -85.230, 42.306, 933, M, M, M, M, 0.45, M, M
MI, BELMONT 1.0 WNW, -85.628, 43.079, 785, M, M, M, M, 0.30, 4.1, 16
MI, BATTLE CREEK 5NW, -85.263, 42.368, 923, 23, 7, 15.0, 10, 0.47, 6.6, 15
MI, SCOTTVILLE 2 SE, -86.245, 43.934, 666, M, M, M, M, 0.03, 0.5, 13
MI, WAYLAND 2.0 W, -85.680, 42.673, 739, M, M, M, M, 0.22, 4.5, 13
MI, FENNVILLE 0.8 W, -86.120, 42.594, 670, M, M, M, M, 1.20A, M, M
MI, PLAINWELL 5.4 E, -85.538, 42.451, 913, M, M, M, M, 0.24, 3.6, 13
MI, HASTINGS 4.3 SSW, -85.316, 42.592, 910, M, M, M, M, 0.45, 5.0, 15
MI, LAINGSBURG 5.0 SW, -84.420, 42.840, 811, M, M, M, M, 0.73, 8.0, 19
MI, HASLETT 1.2 N, -84.403, 42.770, 863, M, M, M, M, 0.56, 8.5, 15
MI, LANSING 3.8 WNW, -84.627, 42.722, 879, M, M, M, M, 0.42, 6.0, 16
MI, SARANAC 2.6 NE, -85.174, 42.958, 667, M, M, M, M, 0.42, 5.7, 16
MI, JACKSON 3.2 W, -84.467, 42.241, 998, M, M, M, M, 1.00, 8.0, 15
MI, ADA 0.7 SE, -85.477, 42.949, 624, M, M, M, M, 0.35, 4.5, 13
MI, GRAND RAPIDS 3.1 NNE, -85.641, 43.005, 697, M, M, M, M, 0.15, M, M
MI, LOWELL 1.4 ESE, -85.322, 42.924, 708, M, M, M, M, 0.35, M, M
MI, GRAND RAPIDS 2.5 ENE, -85.607, 42.970, 767, M, M, M, M, 0.54, 5.5, 14
MI, GRAND RAPIDS 3.0 NW, -85.692, 42.995, 621, M, M, M, M, 0.21, 4.2, 14
MI, CALEDONIA 4.4 WNW, -85.589, 42.825, 762, M, M, M, M, 0.20, 5.5, 16
MI, KENTWOOD 1.6 WSW, -85.622, 42.874, 745, M, M, M, M, 0.20, M, M
MI, ADA 1.8 W, -85.526, 42.949, 791, M, M, M, M, 0.25, 5.2, M
MI, KALAMAZOO 6.0 SW, -85.659, 42.206, 899, M, M, M, M, 0.50, 7.2, 19
MI, WESTERN MICHIGAN UNIVERSITY, -85.615, 42.283, 892, M, M, M, M, M, 2.0, 15
MI, KALAMAZOO 5.6 E, -85.479, 42.269, 856, M, M, M, M, M, 8.2, M
MI, MUSKEGON 3.5 SSE, -86.236, 43.179, 621, M, M, M, M, 0.19, 1.7, 15
MI, WHITE CLOUD 7.5 ENE, -85.642, 43.606, 978, M, M, M, M, 0.10, 1.3, 12
MI, HOLLAND 3.9 NNE, -86.068, 42.823, 617, M, M, M, M, 0.32, 4.2, 26
MI, HOLLAND 4.4 NW, -86.151, 42.823, 653, M, M, M, M, 0.18, 3.1, M
MI, GRAND JUNCTION 1.3 ENE, -86.048, 42.409, 665, M, M, M, M, 0.38, 4.0, 13
MI, PAW PAW 3.6 NNE, -85.862, 42.266, 709, M, M, M, M, 0.39, 5.5, 14
MI, ALMA 0.3 NW, -84.659, 43.382, 738, M, M, M, M, 0.38, 4.0, M
MI, MUSKEGON 4 SE, -86.204, 43.184, 633, M, M, M, M, 0.10, 1.8, 14
MI, NWSFO GRAND RAPIDS, -85.545, 42.893, 775, 18, 2, 10.0, 2, 0.13, 3.0, 13
MI, NORTON SHORES 2.3 SSE, -86.243, 43.127, 599, M, M, M, M, S, M, M
MI, BALDWIN MICHIGAN, -85.851, 43.893, 832, 21, -9, 6.0, M, M, M, M
MI, HOPKINS 1 N, -85.761, 42.635, 705, M, M, M, M, 0.31, 6.2, 16
MI, HARRISON 5.2 ESE, -84.702, 43.989, 974, M, M, M, M, 0.20, 2.3, M
MI, GRAND RAPIDS 2.9 NW, -85.694, 42.992, 637, M, M, M, M, 0.16, 3.0, 14
MI, WHITE CLOUD 2.9 NW, -85.798, 43.591, 967, M, M, M, M, 0.15, M, M
MI, SHEPHERD 3.7 SSE, -84.667, 43.474, 782, M, M, M, M, 0.40, 3.8, M
MI, ROCKFORD, -85.564, 43.116, 716, M, M, M, M, 0.23, 3.0, M
MI, EAST GRAND RAPIDS, -85.613, 42.938, 746, 14, 6, 10.0, 6, 0.35, 4.4, 14
MI, GRAND RAPIDS 4.6 ESE, -85.577, 42.928, 786, M, M, M, M, 0.62A, M, M
MI, SAUGATUCK 0.6 E, -86.193, 42.656, 616, M, M, M, M, 0.31, M, M
MI, HOLLAND 3.0 W, -86.162, 42.771, 622, M, M, M, M, 0.25, 3.5, 15
MI, WEST OLIVE 4.0 WNW, -86.213, 42.953, 608, M, M, M, M, M, M, M
MI, PLAINWELL 0.5 WSW, -85.654, 42.443, 740, M, M, M, M, 0.43, 5.2, 15
MI, BIG RAPIDS 5.4 S, -85.476, 43.626, 887, M, M, M, M, 0.18, 2.1, M
MI, HOLLAND 5.3 WSW, -86.202, 42.749, 670, M, M, M, M, 0.33, 4.7, 24
MI, EDMORE 3.8 ESE, -84.973, 43.380, 1008, M, M, M, M, 0.30, 5.0, M
MI, EATON RAPIDS 6.6 N, -84.675, 42.604, 911, M, M, M, M, M, M, M
MI, GRANDVILLE 0.6 SSW, -85.760, 42.895, 630, M, M, M, M, 0.34, 3.5, M
MI, BIG RAPIDS 3.1 SE, -85.435, 43.677, 942, M, M, M, M, 0.25, 2.0, M
MI, CALEDONIA 2.6 NNW, -85.535, 42.827, 823, M, M, M, M, M, M, M
MI, PAW PAW 2.0 NE, -85.862, 42.237, 760, M, M, M, M, 0.30, 4.5, 14
MI, FENWICK 3.3 E, -85.014, 43.151, 837, M, M, M, M, 0.14, M, M
MI, HOLLAND 4.2 NW, -86.149, 42.822, 622, M, M, M, M, 0.20, M, M
MI, ALLENDALE 1.7 SE, -85.925, 42.971, 659, M, M, M, M, 0.25, M, M
MI, OTSEGO 0.9 WNW, -85.713, 42.462, 720, M, M, M, M, M, 5.5, M
MI, SPRING LAKE 1.4 NNW, -86.200, 43.093, 609, M, M, M, M, 0.20, M, M
MI, LANSING 1.0 ENE, -84.535, 42.715, 853, M, M, M, M, 0.64, 8.6, 15
MI, LOWELL 5.5 NW, -85.424, 42.988, 831, M, M, M, M, 0.38, 4.0, 14
MI, LOWELL 5.5 N, -85.351, 43.012, 805, M, M, M, M, 0.28, 3.8, 14
MI, PORTAGE 0.8 WSW, -85.605, 42.198, 876, M, M, M, M, M, 6.0, M
MI, HUDSONVILLE 1.7 SE, -85.839, 42.848, 729, M, M, M, M, M, M, M
MI, MASON 3.4 S, -84.439, 42.532, 970, M, M, M, M, M, M, M
MI, EDGEMONT PARK 0.7 NNE, -84.587, 42.756, 820, M, M, M, M, 0.70, M, 18
MI, GRANDVILLE 1 SW, -85.779, 42.897, 618, M, M, M, M, 0.42, 5.0, 14
KY, PARIS, -84.238, 38.205, 795, M, M, M, M, 0.86, M, M
KY, CYNTHIANA, -84.303, 38.377, 700, 27, 15, 21.0, 15, 0.67, 0.0, 0
OH, CHILO MELDAHL LOCKS & DAM, -84.173, 38.797, 480, M, M, M, M, M, M, M
OH, KINGS MILLS, -84.260, 39.353, 762, M, M, M, M, 0.56, 3.6, 7
OH, GOSHEN 1.2 SW, -84.172, 39.214, 856, M, M, M, M, 0.68, 3.5, M
OH, BETHEL 3.8 SW, -84.142, 38.930, 908, M, M, M, M, 0.60, 4.8, 5
KY, AUGUSTA 2, -84.013, 38.770, 508, 27, 15, 21.0, 15, 0.08, M, 1
OH, BATAVIA 3.3 NE, -84.139, 39.113, 889, M, M, M, M, 0.57, M, M
KY, CARLISLE 7.6 NNW, -84.070, 38.420, 846, M, M, M, M, S, M, M
OH, CHERRY GROVE 0.4 NW, -84.328, 39.084, 862, M, M, M, M, 0.63, 2.8, 9
OH, MASON 4.3 SSW, -84.330, 39.300, 871, M, M, M, M, M, M, M
OH, MOUNT CARMEL 0.5 NW, -84.305, 39.102, 886, M, M, M, M, 0.53, 4.4, 10
OH, AMELIA, -84.218, 39.021, 888, M, M, M, M, 0.01, 0.4, 6
KY, CALIFORNIA 5 NW, -84.337, 38.969, 599, M, M, M, M, 0.55, 1.7, 6
OH, WITHAMSVILLE 1.4 NW, -84.290, 39.072, 918, M, M, M, M, 0.63, 3.0, 7
OH, LOVELAND 3.6 ENE, -84.216, 39.293, 790, M, M, M, M, 0.54, 3.0, 6
OH, KENWOOD 1.0 NE, -84.361, 39.216, 779, M, M, M, M, 0.62, 4.3, M
OH, LOVELAND 2.1 S, -84.267, 39.237, 830, M, M, M, M, 0.52, 4.0, 8
OH, LOVELAND 0.6 SW, -84.282, 39.261, 743, M, M, M, M, 0.54, 3.0, M
MI, MORENCI, -84.215, 41.722, 770, 16, 8, 12.0, 11, 0.45, 5.9, 11
MI, ADRIAN 2 NNE, -84.016, 41.916, 760, M, 4, M, 4, 0.21, 5.5, 9
MI, MANCHESTER, -84.024, 42.151, 965, 15, 9, 12.0, 10, 0.51, 6.0, 13
MI, TIPTON 2WNW, -84.111, 42.028, 970, 16, 7, 11.5, 8, M, 7.3, 13
OH, FRANKLIN, -84.319, 39.554, 679, 21, 10, 15.5, 15, 0.48, 4.8, 5
OH, DAYTON WRIGHT BROTHERS AP, -84.226, 39.592, 953, 20, 8, 14.0, M, T, M, M
OH, DAYTON MCD, -84.190, 39.782, 743, 20, 13, 16.5, 13, 0.20, M, M
OH, NEW CARLISLE, -84.033, 39.932, 874, 21, 13, 17.0, 14, 0.62, 6.0, 8
OH, TIPP CITY, -84.175, 39.957, 840, M, M, M, M, 0.53, M, M
OH, PLEASANT HILL, -84.358, 40.055, 857, M, M, M, M, 0.89, M, M
OH, PIQUA WWTP, -84.234, 40.131, 853, 17, 10, 13.5, 10, 0.74, M, M
OH, PIQUA, -84.237, 40.153, 861, M, M, M, M, M, M, M
OH, SIDNEY 1 S, -84.151, 40.271, 940, 19, 12, 15.5, 12, 0.71, M, M
OH, LIMA ALLEN COUNTY AP, -84.021, 40.708, 961, 17, 2, 9.5, M, 0.01, M, M
OH, LIMA WWTP, -84.129, 40.725, 850, 22, 12, 17.0, 12, 0.90, 12.3, 14
OH, OTTAWA, -84.054, 41.032, 730, M, M, M, M, 0.40, 4.0, 10
OH, WAUSEON WATER PLANT, -84.145, 41.518, 750, 15, 9, 12.0, 9, 0.36, 8.5, 14
MI, ADRIAN LENAWEE COUNTY AP, -84.079, 41.868, 801, 19, -4, 7.5, M, 0.01, M, M
OH, DAYTON INTERNATIONAL AIRPORT, -84.219, 39.906, 993, 18, 5, 11.5, M, 0.09, 0.9, 10
OH, NAPOLEON 1SW, -84.151, 41.382, 670, M, M, M, M, M, 7.6, 14
OH, LIMA 2.7 NE, -84.080, 40.774, 867, M, M, M, M, 0.94, 8.5, 14
OH, DELPHOS 2.3 ESE, -84.298, 40.834, 783, M, M, M, M, M, 11.5, 18
OH, WAPAKONETA 0.3 SW, -84.196, 40.568, 899, M, M, M, M, M, 8.0, 14
OH, PIQUA 0.8 SSE, -84.248, 40.136, 899, M, M, M, M, 0.84, M, M
OH, KETTERING 0.2 ESE, -84.146, 39.695, 999, M, M, M, M, 0.50, 5.0, 7
OH, HOUSTON 1.3 NNE, -84.325, 40.271, 978, M, M, M, M, 1.15, 10.0, M
OH, CLARKSVILLE 2.3 WNW, -84.025, 39.409, 949, M, M, M, M, 0.55, 2.6, 7
OH, FAYETTE 5E, -84.249, 41.660, 745, M, M, M, M, M, M, M
OH, LEBANON 3.4 E, -84.149, 39.420, 929, M, M, M, M, 0.57, 4.5, 7
OH, NAPOLEON 0.6 WSW, -84.138, 41.391, 675, M, M, M, M, M, M, M
OH, HUBER HEIGHTS 1.8 NNW, -84.128, 39.880, 989, M, M, M, M, 0.62, 5.5, M
OH, UNION 1.0 WSW, -84.328, 39.898, 981, M, M, M, M, 0.53, 7.5, 10
OH, NAPOLEON 4.5 NNW, -84.150, 41.457, 705, M, M, M, M, 0.28, 8.0, 13
OH, CENTERVILLE 3.9 S, -84.150, 39.585, 1002, M, M, M, M, 0.55, 3.9, 7
OH, BEAVERCREEK 3.2 NE, -84.027, 39.768, 955, M, M, M, M, M, M, 7
OH, TROY 3.7 S, -84.210, 39.992, 889, M, M, M, M, 0.80, 8.1, 12
OH, BEAVERCREEK 1.5 ENE, -84.036, 39.735, 949, M, M, M, M, 0.68, 5.0, M
OH, MIAMISBURG 1.5 SE, -84.253, 39.623, 959, M, M, M, M, 0.63, 5.1, M
OH, OTTAWA 1.0 N, -84.043, 41.036, 740, M, M, M, M, 0.41, 11.0, 14
OH, TROY 3.1 S, -84.211, 40.000, 881, M, M, M, M, 0.75, 6.5, 12
OH, SIDNEY 5.4 SW, -84.241, 40.237, 928, M, M, M, M, 0.57, 5.6, 12
OH, FRANKLIN MCD, -84.315, 39.553, 670, M, M, M, M, 0.58, M, M
OH, LIMA 3.0 SSE, -84.097, 40.701, 886, M, M, M, M, M, 10.8, 14
OH, TIPP CITY 0.6 SE, -84.175, 39.957, 840, M, M, M, M, 0.69, 6.0, 10
OH, CENTERVILLE 3.1 SSW, -84.162, 39.600, 1002, M, M, M, M, M, M, M
OH, DAYTON 3.7 SE, -84.147, 39.742, 918, M, M, M, M, M, M, M
OH, WAPAKONETA 0.9 E, -84.175, 40.568, 894, M, M, M, M, M, M, M
OH, WAUSEON 1.8 S, -84.144, 41.528, 749, M, M, M, M, 1.20, M, M
OH, FORT LORAMIE, -84.373, 40.357, 951, M, M, M, M, 0.57, 5.5, 9
OH, SPRINGBORO 3.7 SE, -84.184, 39.530, 839, M, M, M, M, 0.46, 4.3, 8
OH, MIDDLETOWN 2.7 NNE, -84.346, 39.539, 728, M, M, M, M, 0.49, 4.3, M
OH, ARCHBOLD 4.7 NW, -84.361, 41.568, 717, M, M, M, M, 0.58, M, M
OH, CENTERVILLE 2.8 W, -84.193, 39.640, 906, M, M, M, M, M, M, 8
OH, DAYTON 5.8 NNW, -84.223, 39.860, 988, M, M, M, M, 0.61, M, M
OH, BEAVERCREEK 2.3 SSE, -84.049, 39.698, 927, M, M, M, M, 0.62, 5.6, M
OH, LEBANON 3.7 ENE, -84.146, 39.440, 909, M, M, M, M, 0.62, 4.1, M
OH, BEAVERCREEK 2.0 NE, -84.034, 39.749, 970, M, M, M, M, 0.75, 4.9, M
OH, SPRINGBORO 0.8 NNW, -84.243, 39.575, 868, M, M, M, M, 0.88, 3.2, M
OH, ELIDA 1.4 WNW, -84.223, 40.797, 792, M, M, M, M, M, M, M
OH, FAIRBORN 2.0 SW, -84.039, 39.781, 875, M, M, M, M, 0.57, 4.0, 5
OH, TROY 1.8 W, -84.252, 40.045, 916, M, M, M, M, 0.30, 9.0, M
OH, DEFIANCE 0.5 E, -84.352, 41.281, 695, M, M, M, M, 0.78, 10.0, 14
OH, BEAVERCREEK 1.1 SW, -84.074, 39.717, 857, M, M, M, M, M, 5.0, 10
MI, CHELSEA, -84.013, 42.326, 900, 13, 9, 11.0, 11, 0.42, 6.6, 12
MI, OWOSSO WWTP, -84.180, 43.016, 730, 14, 7, 10.5, 10, 0.44, M, 18
MI, CHESANING, -84.111, 43.194, 620, M, M, M, M, 0.44, 6.5, 10
MI, MIDLAND, -84.201, 43.609, 640, 19, 5, 12.0, 5, 0.20, 4.0, 9
MI, SAGINAW MBS INTL AP, -84.081, 43.528, 662, 18, 3, 10.5, M, 0.19, 3.5, 8
MI, AUBURN 2NE, -84.019, 43.625, 605, 15, 4, 9.5, 10, 0.23, 4.7, 13
MI, DURAND 6.2 WNW, -84.105, 42.930, 820, M, M, M, M, 0.56, 7.0, 14
MI, PINCKNEY 3.4 NW, -84.003, 42.482, 910, M, M, M, M, 0.48, 6.4, M
MI, WILLIAMSTON 4.0 ESE, -84.216, 42.659, 890, M, M, M, M, 0.53, 7.8, 15
MI, MASON 5.8 ENE, -84.338, 42.614, 931, M, M, M, M, 0.39, 8.2, 14
MI, MIDLAND 2.9 SW, -84.268, 43.593, 634, M, M, M, M, 0.34, 5.1, M
MI, SAGINAW 8NW, -84.096, 43.495, 618, M, M, M, M, 0.24, 4.1, 8
MI, MIDLAND 1.5 NNE, -84.217, 43.644, 653, M, M, M, M, 0.50, 5.5, 15
MI, SAGINAW 6.4 W, -84.078, 43.423, 613, M, M, M, M, 0.31, 4.5, 9
MI, CHELSEA 2.4 S, -84.030, 42.281, 980, M, M, M, M, 0.38, M, M
MI, LAINGSBURG 2.1 NNW, -84.368, 42.917, 823, M, M, M, M, 0.56, 7.3, M
